customer_id,age,gender,location,acquisition_date,total_orders,total_spent,avg_order_value,days_since_last_purchase,preferred_categories,customer_lifetime_value,support_tickets,email_open_rate,email_click_rate,mobile_usage_pct,return_rate,q4_purchase_ratio,days_as_customer
CUST_02197,35,M,Jacksonville,2022-10-22 20:08:10.612135,11,1622.07,151.27,18,"Beauty, Sports",1917.5,1,0.061,0.03,0.593,0.006,0.668,1002
CUST_02198,50,F,San Jose,2023-10-17 20:08:10.612135,7,1404.21,197.61,1,"Home, Clothing",1803.38,5,0.429,0.271,0.7,0.22,0.468,642
CUST_02199,35,F,Houston,2023-05-15 20:08:10.612135,7,624.92,92.87,24,Sports,768.02,2,0.152,0.043,0.306,0.412,0.541,797
CUST_02200,30,F,San Diego,2022-08-23 20:08:10.612135,12,1160.22,97.53,1,"Electronics, Clothing",1359.6,2,0.376,0.112,0.215,0.073,1.023,1062
CUST_02201,60,M,New York,2024-01-06 20:08:10.612135,6,936.65,143.88,65,"Clothing, Sports",1241.35,1,0.441,0.115,0.686,0.133,0.77,561
CUST_02202,25,M,San Antonio,2024-11-22 20:08:10.612135,3,316.75,96.46,19,"Beauty, Books",557.61,1,0.777,0.183,0.244,0.105,0.702,240
CUST_02203,35,F,Jacksonville,2024-03-16 20:08:10.612135,14,1046.28,74.95,45,"Electronics, Sports, Clothing",1435.18,2,0.272,0.039,0.557,0.01,0.875,491
CUST_02204,18,M,Philadelphia,2023-05-29 20:08:10.612135,10,693.96,69.59,59,"Books, Beauty, Home",855.7,3,0.731,0.25,0.908,0.076,0.814,783
CUST_02205,45,F,Jacksonville,2023-08-26 20:08:10.612135,14,2680.36,187.85,21,"Beauty, Books",3385.2,2,0.352,0.035,0.672,0.016,0.901,694
CUST_02206,50,M,New York,2024-05-26 20:08:10.612135,5,370.79,76.63,50,Electronics,531.91,0,0.759,0.358,0.201,0.165,0.883,420
CUST_02207,30,M,Houston,2023-11-04 20:08:10.612135,11,710.75,64.55,66,"Home, Electronics",918.62,2,0.106,0.015,0.937,0.121,0.518,624
CUST_02208,50,M,Jacksonville,2024-09-05 20:08:10.612135,4,816.44,187.54,32,"Sports, Clothing",1284.99,0,0.454,0.009,0.555,0.017,0.845,318
CUST_02209,30,M,Phoenix,2023-12-06 20:08:10.612135,12,1898.27,159.2,65,"Beauty, Clothing, Electronics",2483.46,2,0.268,0.047,0.599,0.036,0.862,592
CUST_02210,50,F,Austin,2025-05-08 20:08:10.612135,3,281.74,99.85,25,Books,986.07,1,0.535,0.129,0.837,0.029,0.618,73
CUST_02211,45,F,San Diego,2024-06-11 20:08:10.612135,9,1522.49,168.23,25,Clothing,2210.25,3,0.436,0.291,0.389,0.252,0.859,404
CUST_02212,45,M,Houston,2023-12-30 20:08:10.612135,12,2271.95,187.78,46,Beauty,3001.94,1,0.26,0.088,0.528,0.08,1.052,568
CUST_02213,18,M,Chicago,2025-04-16 20:08:10.612135,6,705.54,114.33,1,Books,2060.91,3,0.799,0.405,0.793,0.001,1.064,95
CUST_02214,55,F,Los Angeles,2025-04-20 20:08:10.612135,7,640.23,93.83,44,"Clothing, Books",1924.22,3,0.347,0.193,0.287,0.049,1.038,91
CUST_02215,40,M,Houston,2025-02-18 20:08:10.612135,14,1296.36,92.74,20,Home,2852.84,3,0.627,0.133,0.684,0.109,0.415,152
CUST_02216,30,F,Austin,2023-06-30 20:08:10.612135,18,696.77,38.77,22,Sports,866.09,2,0.067,0.037,0.621,0.012,0.948,751
CUST_02217,45,F,San Jose,2024-07-11 20:08:10.612135,16,1941.96,120.76,22,"Sports, Home, Beauty",2889.57,1,0.525,0.136,0.373,0.398,0.679,374
CUST_02218,30,F,Houston,2023-07-02 20:08:10.612135,15,1492.26,101.28,1,"Books, Clothing, Electronics",1855.86,2,0.267,0.082,0.597,0.052,0.937,749
CUST_02219,50,F,San Jose,2023-05-03 20:08:10.612135,10,2365.83,227.68,26,Clothing,2899.52,2,0.739,0.243,0.261,0.023,0.691,809
CUST_02220,25,F,Phoenix,2025-04-16 20:08:10.612135,7,524.68,71.79,25,"Books, Beauty",1532.62,4,0.241,0.125,0.688,0.073,0.575,95
CUST_02221,40,F,San Antonio,2023-08-01 20:08:10.612135,13,1857.46,140.97,76,"Sports, Clothing, Books",2328.92,0,0.562,0.178,0.413,0.01,0.782,719
CUST_02222,35,M,Dallas,2022-11-18 20:08:10.612135,13,1406.96,108.3,17,Electronics,1670.32,3,0.718,0.451,0.463,0.116,0.728,975
CUST_02223,25,M,Los Angeles,2025-06-28 20:08:10.612135,10,791.44,77.32,61,"Books, Clothing",7356.77,2,0.522,0.11,0.474,0.139,0.986,22
CUST_02224,30,M,Phoenix,2022-09-28 20:08:10.612135,10,1027.3,103.76,72,"Home, Sports, Electronics",1210.03,2,0.149,0.095,0.586,0.238,1.091,1026
CUST_02225,18,F,Austin,2022-12-20 20:08:10.612135,10,960.02,93.57,36,Books,1145.82,1,0.466,0.064,0.819,0.181,0.918,943
CUST_02226,35,Other,San Jose,2022-10-28 20:08:10.612135,18,1265.83,71.07,1,Beauty,1497.77,1,0.384,0.022,0.322,0.015,1.154,996
CUST_02227,30,F,Dallas,2022-08-03 20:08:10.612135,13,1847.53,143.59,14,Clothing,2159.15,1,0.451,0.267,0.255,0.424,0.662,1082
CUST_02228,40,M,Jacksonville,2024-11-11 20:08:10.612135,13,2128.33,165.74,79,Books,3675.82,3,0.239,0.066,0.286,0.142,0.993,251
CUST_02229,30,F,Chicago,2023-04-28 20:08:10.612135,13,1711.62,126.38,23,Home,2095.37,2,0.758,0.185,0.623,0.136,0.598,814
CUST_02230,30,M,New York,2023-11-06 20:08:10.612135,15,1670.07,108.76,8,Books,2160.08,3,0.502,0.163,0.335,0.173,1.004,622
CUST_02231,45,M,Los Angeles,2022-12-07 20:08:10.612135,11,1620.08,149.76,14,"Sports, Books, Home",1929.35,1,0.625,0.466,0.325,0.178,1.135,956
CUST_02232,18,M,Philadelphia,2023-05-26 20:08:10.612135,6,575.87,95.58,7,"Electronics, Sports",709.58,3,0.361,0.088,0.508,0.058,1.0,786
CUST_02233,50,M,Phoenix,2022-08-08 20:08:10.612135,6,659.48,109.37,22,Home,771.23,2,0.256,0.061,0.59,0.011,1.124,1077
CUST_02234,50,F,New York,2023-10-11 20:08:10.612135,7,1273.15,179.96,51,"Clothing, Beauty",1631.71,3,0.421,0.229,0.515,0.107,0.858,648
CUST_02235,40,M,New York,2025-05-21 20:08:10.612135,14,1674.36,120.4,9,"Sports, Books",6767.19,2,0.257,0.086,0.531,0.123,1.095,60
CUST_02236,40,F,Austin,2025-02-08 20:08:10.612135,15,1512.5,99.55,34,"Home, Electronics, Books",3216.41,0,0.297,0.132,0.678,0.011,0.911,162
CUST_02237,50,F,Houston,2024-08-23 20:08:10.612135,7,823.84,118.74,22,"Home, Electronics",1278.07,2,0.546,0.119,0.624,0.027,0.707,331
CUST_02238,25,F,Jacksonville,2022-11-21 20:08:10.612135,8,563.81,71.0,135,Beauty,669.67,1,0.81,0.153,0.351,0.1,0.76,972
CUST_02239,25,F,Houston,2025-04-05 20:08:10.612135,5,397.96,80.23,82,"Beauty, Books",1083.11,1,0.62,0.096,0.747,0.398,0.756,106
CUST_02240,30,M,Philadelphia,2025-04-15 20:08:10.612135,15,1765.0,117.2,10,Home,5120.32,3,0.344,0.047,0.496,0.106,0.819,96
CUST_02241,45,F,Philadelphia,2022-08-22 20:08:10.612135,10,690.17,68.79,14,Books,808.66,1,0.226,0.025,0.351,0.097,0.631,1063
CUST_02242,18,F,San Jose,2022-08-03 20:08:10.612135,11,555.91,52.62,4,Sports,649.67,2,0.583,0.141,0.463,0.097,0.434,1082
CUST_02243,40,M,Philadelphia,2025-07-14 20:08:10.612135,16,1939.16,120.68,112,"Sports, Beauty",60922.06,3,0.301,0.019,0.665,0.049,0.705,6
CUST_02244,65,F,New York,2024-11-09 20:08:10.612135,5,808.99,165.47,1,"Sports, Books",1392.55,1,0.417,0.025,0.332,0.088,0.56,253
CUST_02245,50,M,San Jose,2022-08-14 20:08:10.612135,4,82.59,23.26,1,Beauty,96.66,0,0.886,0.217,0.355,0.053,1.039,1071
CUST_02246,35,M,Dallas,2022-08-24 20:08:10.612135,12,1379.2,114.54,55,Beauty,1616.43,2,0.128,0.012,0.879,0.026,0.958,1061
CUST_02247,25,F,Austin,2025-07-09 20:08:10.612135,7,601.69,84.93,27,Electronics,10584.29,1,0.535,0.089,0.234,0.233,0.498,11
CUST_02248,45,F,San Antonio,2024-02-03 20:08:10.612135,16,2331.36,143.9,1,Electronics,3129.62,3,0.152,0.011,0.333,0.041,0.894,533
CUST_02249,40,M,San Antonio,2024-02-28 20:08:10.612135,15,3083.73,207.36,1,Electronics,4191.57,3,0.353,0.096,0.514,0.062,0.85,508
CUST_02250,25,F,Austin,2022-08-25 20:08:10.612135,8,319.31,40.43,14,"Home, Clothing, Electronics",374.29,0,0.233,0.068,0.449,0.027,0.835,1060
CUST_02251,25,F,San Antonio,2025-05-14 20:08:10.612135,5,526.39,106.43,64,"Electronics, Home, Clothing",1960.2,1,0.305,0.057,0.771,0.003,0.543,67
CUST_02252,50,F,Los Angeles,2024-12-18 20:08:10.612135,9,2071.81,230.66,76,"Beauty, Books, Sports",3838.65,1,0.403,0.216,0.657,0.1,0.523,214
CUST_02253,40,M,Los Angeles,2023-07-23 20:08:10.612135,12,2043.65,173.9,5,"Electronics, Clothing",2555.96,2,0.233,0.01,0.965,0.052,0.918,728
CUST_02254,45,F,Philadelphia,2023-02-25 20:08:10.612135,15,627.3,41.68,108,"Beauty, Home, Books",757.99,1,0.196,0.032,0.712,0.048,0.976,876
CUST_02255,50,M,San Antonio,2023-02-03 20:08:10.612135,5,774.52,159.72,24,Clothing,931.93,1,0.271,0.073,0.312,0.084,0.691,898
CUST_02256,35,F,Chicago,2025-06-28 20:08:10.612135,17,2383.31,139.54,24,Home,22153.92,1,0.223,0.067,0.966,0.142,0.985,22
CUST_02257,35,M,Houston,2023-05-21 20:08:10.612135,11,1712.13,164.95,7,"Home, Sports, Beauty",2107.16,3,0.277,0.184,0.83,0.226,0.689,791
CUST_02258,35,M,Jacksonville,2023-11-26 20:08:10.612135,8,1497.11,183.52,4,"Electronics, Beauty, Clothing",1950.97,2,0.291,0.084,0.832,0.038,0.898,602
CUST_02259,30,F,Chicago,2023-08-18 20:08:10.612135,12,2382.87,199.77,49,"Beauty, Sports, Books",3002.35,1,0.571,0.081,0.596,0.002,0.431,702
CUST_02260,35,M,San Antonio,2025-07-03 20:08:10.612135,11,795.32,72.25,66,"Home, Clothing, Sports",9333.36,4,0.672,0.368,0.829,0.018,0.418,17
CUST_02261,45,M,San Antonio,2023-12-19 20:08:10.612135,8,1348.66,167.87,80,"Beauty, Electronics",1773.76,1,0.468,0.049,0.852,0.058,0.344,579
CUST_02262,40,M,Houston,2024-07-15 20:08:10.612135,14,1947.68,136.75,8,Clothing,2908.36,1,0.242,0.075,0.598,0.064,0.984,370
CUST_02263,50,F,San Antonio,2024-01-19 20:08:10.612135,6,1245.08,204.6,24,"Books, Clothing",1659.73,2,0.544,0.126,0.76,0.095,0.797,548
CUST_02264,35,M,Phoenix,2024-10-10 20:08:10.612135,12,641.52,53.78,2,Beauty,1055.22,4,0.621,0.384,0.548,0.185,0.636,283
CUST_02265,40,F,New York,2022-12-29 20:08:10.612135,12,1746.98,144.18,9,"Books, Home",2088.33,1,0.663,0.052,0.53,0.34,1.0,934
CUST_02266,40,M,San Jose,2024-08-23 20:08:10.612135,13,1290.93,97.96,62,Clothing,2002.7,4,0.201,0.033,0.817,0.097,0.385,331
CUST_02267,40,M,Houston,2024-10-29 20:08:10.612135,15,1947.26,130.7,54,"Electronics, Clothing",3293.38,3,0.528,0.261,0.719,0.04,0.605,264
CUST_02268,40,M,San Antonio,2025-02-15 20:08:10.612135,15,1904.42,128.09,11,"Electronics, Sports, Home",4146.71,3,0.628,0.264,0.343,0.118,0.884,155
CUST_02269,30,F,Los Angeles,2023-12-01 20:08:10.612135,16,1942.76,120.7,51,"Sports, Electronics",2536.65,5,0.836,0.184,0.688,0.064,1.153,597
CUST_02270,35,M,Los Angeles,2023-10-26 20:08:10.612135,11,828.71,76.2,42,"Clothing, Books",1067.64,0,0.541,0.093,0.547,0.001,0.833,633
CUST_02271,25,M,New York,2024-03-26 20:08:10.612135,12,1343.2,109.82,16,Electronics,1852.83,1,0.169,0.059,0.849,0.102,1.017,481
CUST_02272,30,F,Los Angeles,2023-01-02 20:08:10.612135,7,375.27,54.76,119,Sports,448.91,2,0.334,0.148,0.52,0.082,0.944,930
CUST_02273,35,F,San Jose,2022-09-23 20:08:10.612135,8,1334.59,166.8,12,"Home, Clothing, Sports",1570.83,1,0.173,0.112,0.714,0.026,1.077,1031
CUST_02274,40,M,San Diego,2023-01-28 20:08:10.612135,13,1736.45,133.28,67,Electronics,2087.01,3,0.187,0.099,0.281,0.045,0.511,904
CUST_02275,55,M,Austin,2024-10-28 20:08:10.612135,7,887.3,128.08,24,Home,1498.36,2,0.54,0.305,0.324,0.086,0.645,265
CUST_02276,40,F,San Diego,2024-09-04 20:08:10.612135,14,1104.75,77.94,15,"Home, Books, Sports",1736.78,1,0.362,0.076,0.511,0.191,0.901,319
CUST_02277,45,M,San Diego,2024-08-31 20:08:10.612135,17,2631.68,153.73,38,"Home, Sports, Beauty",4118.61,3,0.729,0.062,0.244,0.011,0.865,323
CUST_02278,35,M,New York,2025-03-21 20:08:10.612135,12,1681.64,141.01,21,"Books, Home, Sports",4217.99,2,0.511,0.117,0.393,0.087,0.483,121
CUST_02279,40,F,New York,2022-11-12 20:08:10.612135,14,331.36,23.24,4,"Electronics, Home",393.0,1,0.499,0.081,0.514,0.259,0.929,981
CUST_02280,25,F,Jacksonville,2022-08-09 20:08:10.612135,10,1124.58,111.28,1,"Beauty, Home",1315.32,1,0.331,0.176,0.184,0.148,0.861,1076
CUST_02281,30,F,San Jose,2023-07-06 20:08:10.612135,15,1478.93,98.68,1,"Beauty, Sports, Books",1841.22,1,0.543,0.106,0.306,0.068,0.581,745
CUST_02282,30,M,Houston,2023-01-06 20:08:10.612135,19,2861.85,149.21,17,Home,3425.87,3,0.048,0.019,0.381,0.233,1.068,926
CUST_02283,35,M,Philadelphia,2025-05-09 20:08:10.612135,18,2051.08,114.17,42,"Sports, Electronics, Clothing",7249.98,1,0.308,0.061,0.28,0.078,0.698,72
CUST_02284,18,F,San Diego,2024-12-25 20:08:10.612135,7,786.78,116.64,26,"Clothing, Beauty",1480.43,4,0.326,0.033,0.695,0.031,1.057,207
CUST_02285,25,M,Los Angeles,2024-05-29 20:08:10.612135,8,328.51,43.03,14,"Books, Electronics",472.29,2,0.213,0.046,0.739,0.027,1.178,417
CUST_02286,30,F,Chicago,2023-02-01 20:08:10.612135,16,1950.86,119.76,22,Sports,2346.45,1,0.485,0.129,0.449,0.056,0.668,900
CUST_02287,60,F,Philadelphia,2025-07-06 20:08:10.612135,5,470.12,90.59,53,"Beauty, Books, Home",6598.47,0,0.337,0.073,0.515,0.085,0.564,14
CUST_02288,30,M,San Jose,2022-10-16 20:08:10.612135,10,1050.36,100.6,26,Beauty,1240.54,5,0.38,0.141,0.929,0.015,0.634,1008
CUST_02289,35,F,Houston,2023-11-03 20:08:10.612135,12,893.25,74.55,16,Clothing,1154.07,1,0.63,0.262,0.771,0.014,0.451,625
CUST_02290,25,F,Jacksonville,2023-09-26 20:08:10.612135,5,178.5,37.06,7,"Beauty, Electronics",227.63,0,0.24,0.06,0.676,0.015,0.625,663
CUST_02291,40,F,Los Angeles,2025-03-20 20:08:10.612135,16,1805.64,113.39,19,"Beauty, Sports",4506.71,2,0.466,0.091,0.722,0.093,0.952,122
CUST_02292,30,M,San Antonio,2024-01-27 20:08:10.612135,10,682.18,67.77,8,"Sports, Clothing",912.73,0,0.794,0.274,0.411,0.024,0.381,540
CUST_02293,30,M,Houston,2022-10-24 20:08:10.612135,8,1151.05,144.91,25,"Beauty, Home",1361.11,5,0.242,0.109,0.666,0.213,0.411,1000
CUST_02294,35,F,San Diego,2022-12-20 20:08:10.612135,8,796.34,103.98,48,"Books, Sports",950.45,2,0.138,0.061,0.43,0.21,1.002,943
CUST_02295,18,M,San Diego,2024-02-15 20:08:10.612135,3,209.67,77.13,18,"Home, Beauty",283.12,0,0.148,0.011,0.613,0.075,0.73,521
CUST_02296,18,Other,San Antonio,2022-09-26 20:08:10.612135,7,494.07,71.9,4,Electronics,581.79,3,0.362,0.118,0.668,0.096,1.053,1028
CUST_02297,30,M,San Jose,2023-07-23 20:08:10.612135,6,1346.23,224.81,24,"Sports, Home, Electronics",1683.71,1,0.51,0.12,0.796,0.084,0.812,728
CUST_02298,18,F,Dallas,2024-04-25 20:08:10.612135,8,793.37,100.02,52,"Books, Sports",1114.41,1,0.151,0.005,0.426,0.021,0.653,451
CUST_02299,25,M,Houston,2022-08-22 20:08:10.612135,7,707.92,95.86,6,"Home, Electronics",829.46,0,0.352,0.062,0.59,0.056,0.697,1063
CUST_02300,30,F,San Antonio,2023-09-18 20:08:10.612135,12,1302.85,108.36,36,Books,1657.2,3,0.298,0.031,0.664,0.17,1.132,671
CUST_02301,45,M,San Jose,2023-05-12 20:08:10.612135,13,1570.11,124.93,5,"Clothing, Books, Beauty",1928.29,1,0.56,0.18,0.541,0.018,0.684,800
CUST_02302,35,M,San Jose,2024-10-13 20:08:10.612135,8,1643.35,201.48,3,"Home, Sports, Clothing",2714.46,1,0.263,0.109,0.476,0.054,0.675,280
CUST_02303,35,M,Jacksonville,2022-12-25 20:08:10.612135,13,1938.34,148.17,26,"Books, Home",2315.47,0,0.415,0.077,0.708,0.084,0.633,938
CUST_02304,30,F,New York,2024-03-24 20:08:10.612135,10,772.58,75.6,58,Home,1064.5,0,0.332,0.025,0.757,0.133,1.113,483
CUST_02305,55,M,Houston,2023-06-18 20:08:10.612135,9,393.4,42.58,15,Books,487.49,0,0.45,0.258,0.864,0.023,1.052,763
CUST_02306,30,F,Los Angeles,2023-11-25 20:08:10.612135,7,1051.8,154.41,21,Clothing,1370.13,0,0.504,0.153,0.36,0.023,0.497,603
CUST_02307,25,F,Dallas,2024-09-24 20:08:10.612135,12,316.28,26.68,24,"Sports, Electronics",509.33,2,0.078,0.039,0.663,0.117,0.675,299
CUST_02308,40,M,Phoenix,2024-05-30 20:08:10.612135,14,781.76,55.21,3,Books,1124.72,1,0.482,0.104,0.369,0.027,0.97,416
CUST_02309,25,F,Chicago,2024-09-14 20:08:10.612135,8,642.75,76.63,20,"Electronics, Books",1022.36,1,0.203,0.022,0.613,0.026,0.662,309
CUST_02310,30,M,Houston,2023-05-03 20:08:10.612135,12,861.73,71.77,16,"Beauty, Electronics",1056.12,1,0.493,0.239,0.924,0.051,0.806,809
CUST_02311,35,F,Philadelphia,2022-12-28 20:08:10.612135,12,1428.23,119.06,31,Home,1707.0,1,0.449,0.019,0.471,0.004,0.887,935
CUST_02312,50,F,San Jose,2025-05-11 20:08:10.612135,5,1146.2,223.82,19,Home,4134.5,0,0.359,0.066,0.679,0.143,0.423,70
CUST_02313,35,M,New York,2024-06-28 20:08:10.612135,9,916.14,102.45,121,"Sports, Beauty",1348.16,3,0.59,0.253,0.746,0.05,0.923,387
CUST_02314,40,M,San Antonio,2022-11-07 20:08:10.612135,9,1038.21,114.68,16,Electronics,1230.37,1,0.326,0.092,0.601,0.051,0.756,986
CUST_02315,65,M,San Diego,2023-02-06 20:08:10.612135,4,403.55,98.59,7,"Home, Clothing, Sports",485.83,0,0.532,0.273,0.525,0.11,0.883,895
CUST_02316,25,Other,San Antonio,2025-01-01 20:08:10.612135,6,319.39,53.35,20,"Sports, Electronics",610.84,1,0.818,0.061,0.798,0.025,1.031,200
CUST_02317,30,M,San Antonio,2023-11-08 20:08:10.612135,10,473.44,47.51,25,"Clothing, Electronics",612.8,3,0.615,0.136,0.416,0.161,0.9,620
CUST_02318,30,F,Dallas,2022-12-23 20:08:10.612135,10,947.73,97.33,66,"Home, Clothing",1131.73,6,0.348,0.097,0.647,0.104,1.043,940
CUST_02319,35,M,Houston,2024-06-17 20:08:10.612135,17,2246.81,134.01,20,"Beauty, Books, Sports",3277.06,2,0.684,0.473,0.609,0.16,1.047,398
CUST_02320,35,F,San Antonio,2024-10-10 20:08:10.612135,16,2277.51,141.68,32,"Electronics, Home",3746.22,1,0.419,0.169,0.702,0.001,1.077,283
CUST_02321,50,M,Dallas,2024-05-19 20:08:10.612135,11,913.2,82.91,9,"Sports, Home",1303.51,3,0.448,0.308,0.611,0.019,0.719,427
CUST_02322,40,F,Phoenix,2022-09-19 20:08:10.612135,12,1339.36,112.69,22,Sports,1575.52,2,0.385,0.064,0.953,0.003,0.96,1035
CUST_02323,40,F,Los Angeles,2024-01-31 20:08:10.612135,11,1285.58,114.77,12,"Beauty, Home",1723.3,2,0.116,0.057,0.667,0.003,0.994,536
CUST_02324,30,F,Phoenix,2025-01-28 20:08:10.612135,9,1373.63,155.43,36,"Clothing, Beauty, Home",2822.69,5,0.252,0.077,0.564,0.008,0.585,173
CUST_02325,45,M,Houston,2025-04-20 20:08:10.612135,14,1010.48,72.38,12,Books,3037.0,2,0.256,0.095,0.667,0.053,0.692,91
CUST_02326,55,M,San Diego,2023-10-31 20:08:10.612135,6,981.98,153.87,52,"Clothing, Home, Sports",1267.34,3,0.665,0.137,0.975,0.342,0.553,628
CUST_02327,45,M,Phoenix,2024-07-18 20:08:10.612135,17,2192.62,130.41,140,Home,3282.95,1,0.337,0.15,0.674,0.083,0.701,367
CUST_02328,18,F,Dallas,2024-08-27 20:08:10.612135,6,378.55,62.98,34,"Beauty, Books, Clothing",589.83,6,0.656,0.156,0.538,0.25,1.113,327
CUST_02329,40,M,Dallas,2024-12-21 20:08:10.612135,12,1241.23,103.59,78,"Books, Electronics",2314.81,3,0.717,0.228,0.318,0.014,0.976,211
CUST_02330,25,F,Chicago,2023-08-05 20:08:10.612135,8,433.24,53.88,9,Sports,543.82,3,0.473,0.186,0.742,0.252,0.868,715
CUST_02331,30,M,San Jose,2024-09-06 20:08:10.612135,16,1876.96,114.37,4,"Beauty, Home",2957.54,1,0.424,0.166,0.717,0.069,0.922,317
CUST_02332,25,F,Philadelphia,2023-01-12 20:08:10.612135,10,589.02,58.33,7,"Beauty, Home, Books",705.87,1,0.72,0.379,0.706,0.053,0.591,920
CUST_02333,40,F,Philadelphia,2024-03-16 20:08:10.612135,13,2696.6,201.65,39,"Books, Beauty",3698.9,2,0.487,0.114,0.635,0.045,0.64,491
CUST_02334,40,F,Houston,2023-12-07 20:08:10.612135,6,1015.57,174.42,33,"Books, Beauty",1329.18,3,0.446,0.032,0.589,0.103,0.98,591
CUST_02335,25,M,Austin,2022-12-18 20:08:10.612135,7,566.27,79.38,82,Sports,675.63,4,0.406,0.171,0.465,0.002,1.022,945
CUST_02336,30,M,San Jose,2023-01-05 20:08:10.612135,7,973.01,135.83,69,Books,1164.57,2,0.405,0.114,0.709,0.333,1.164,927
CUST_02337,35,M,Chicago,2024-01-20 20:08:10.612135,12,2068.58,169.54,105,Clothing,2758.74,2,0.233,0.061,0.384,0.262,0.952,547
CUST_02338,30,M,New York,2023-06-01 20:08:10.612135,12,1401.29,119.18,8,"Home, Clothing, Beauty",1729.16,3,0.268,0.052,0.765,0.007,0.791,780
CUST_02339,25,F,Jacksonville,2024-09-06 20:08:10.612135,9,825.77,90.88,1,Sports,1301.17,3,0.404,0.052,0.675,0.109,0.557,317
CUST_02340,35,F,San Antonio,2023-06-01 20:08:10.612135,12,1738.12,148.47,3,"Sports, Home, Electronics",2144.8,3,0.396,0.125,0.706,0.012,0.871,780
CUST_02341,45,F,Phoenix,2024-09-25 20:08:10.612135,13,2320.08,176.64,3,"Clothing, Books",3740.93,4,0.198,0.031,0.719,0.008,0.921,298
CUST_02342,25,M,San Jose,2024-04-29 20:08:10.612135,12,630.43,53.21,17,"Electronics, Books, Sports",887.82,2,0.649,0.136,0.832,0.147,0.867,447
CUST_02343,25,F,San Antonio,2024-07-28 20:08:10.612135,8,672.39,85.48,30,Electronics,1016.12,1,0.594,0.296,0.735,0.105,0.83,357
CUST_02344,30,F,New York,2023-02-24 20:08:10.612135,12,1183.55,99.45,41,Home,1429.84,2,0.209,0.065,0.506,0.076,0.634,877
CUST_02345,55,F,San Diego,2023-01-24 20:08:10.612135,6,836.24,138.56,9,"Electronics, Home, Beauty",1004.31,2,0.471,0.2,0.861,0.011,0.656,908
CUST_02346,40,M,Chicago,2022-07-31 20:08:10.612135,11,963.52,84.95,12,"Sports, Books",1125.59,2,0.495,0.08,0.654,0.366,0.996,1085
CUST_02347,40,F,San Antonio,2024-04-12 20:08:10.612135,12,1121.94,95.11,196,"Home, Electronics, Sports",1563.21,1,0.379,0.154,0.715,0.158,0.586,464
CUST_02348,30,F,Jacksonville,2025-01-16 20:08:10.612135,16,2115.91,133.13,1,"Sports, Beauty, Electronics",4203.22,3,0.442,0.112,0.817,0.13,0.65,185
CUST_02349,40,F,Chicago,2024-07-27 20:08:10.612135,11,1122.26,101.68,2,"Clothing, Sports, Beauty",1694.36,1,0.675,0.174,0.733,0.154,0.921,358
CUST_02350,18,F,Chicago,2024-01-24 20:08:10.612135,6,614.07,99.23,10,"Beauty, Books, Clothing",820.46,0,0.134,0.046,0.728,0.001,0.896,543
CUST_02351,40,M,San Jose,2023-02-15 20:08:10.612135,7,666.31,100.06,9,Beauty,803.56,1,0.832,0.383,0.919,0.144,0.723,886
CUST_02352,50,M,Dallas,2023-04-18 20:08:10.612135,5,859.85,177.1,4,"Clothing, Home, Sports",1050.29,0,0.305,0.015,0.601,0.03,0.719,824
CUST_02353,40,F,Los Angeles,2023-01-15 20:08:10.612135,8,681.22,86.38,46,"Electronics, Books, Clothing",816.8,2,0.458,0.091,0.574,0.013,1.105,917
CUST_02354,50,F,Houston,2023-08-08 20:08:10.612135,5,951.78,187.27,59,Electronics,1195.75,1,0.7,0.237,0.789,0.228,1.114,712
CUST_02355,40,M,Philadelphia,2024-12-19 20:08:10.612135,10,881.38,86.96,64,Clothing,1636.55,0,0.51,0.087,0.741,0.128,0.677,213
CUST_02356,25,F,Chicago,2025-01-25 20:08:10.612135,4,371.01,95.94,2,"Electronics, Sports, Beauty",755.73,1,0.551,0.158,0.938,0.145,0.922,176
CUST_02357,50,Other,Jacksonville,2025-06-04 20:08:10.612135,5,911.28,187.27,3,Clothing,4526.66,2,0.224,0.026,0.141,0.144,0.612,46
CUST_02358,25,F,San Jose,2024-11-02 20:08:10.612135,5,422.36,81.04,1,Books,718.83,4,0.534,0.079,0.688,0.168,0.559,260
CUST_02359,35,M,San Jose,2023-02-17 20:08:10.612135,13,1825.05,139.11,1,Sports,2201.83,1,0.452,0.114,0.362,0.123,0.578,884
CUST_02360,25,F,San Antonio,2022-09-12 20:08:10.612135,8,744.73,91.74,1,"Books, Electronics",875.17,0,0.12,0.052,0.376,0.153,1.029,1042
CUST_02361,18,F,San Antonio,2023-01-20 20:08:10.612135,6,429.36,72.13,6,Home,515.28,1,0.256,0.098,0.528,0.065,0.747,912
CUST_02362,35,F,Phoenix,2024-07-14 20:08:10.612135,9,1308.62,147.32,29,"Books, Clothing",1952.34,6,0.385,0.142,0.887,0.036,0.447,371
CUST_02363,30,F,Chicago,2023-01-27 20:08:10.612135,16,1131.56,72.3,1,Sports,1359.74,4,0.114,0.041,0.46,0.022,0.652,905
CUST_02364,35,F,Los Angeles,2024-05-15 20:08:10.612135,12,1206.23,100.13,59,"Sports, Books",1717.0,4,0.7,0.145,0.771,0.37,0.357,431
CUST_02365,35,F,Houston,2024-09-16 20:08:10.612135,12,2115.49,182.6,24,"Sports, Electronics, Books",3373.07,1,0.046,0.01,0.455,0.005,0.734,307
